Id,Name,Slug,"Term Taxonomy Id",Taxonomy,"Parent Id","Parent Slug",Description,"Term Group",Count,"Category Image","Woocommerce Term Meta"
144,_Hidratação,servcliente_hidratacao,144,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
145,_Impermeabilização,servcliente_impermeabilizacao,145,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
146,"_Esterilização 99,9%",servcliente_esterilizacao,146,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
147,_Recuperação,servcliente_recuperacao,147,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
148,_Tingimento,servcliente_tingimento,148,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
149,"_Remoção de Gordura",servcliente_remocao-de-gordura,149,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
150,"_Remoção de Pelos",servcliente_remocao-de-pelos,150,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
151,"_Remoção de Manchas",servcliente_remocao-de-manchas,151,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
154,"_Remoção de Bolinhas",servcliente_remocao-de-bolinhas,154,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
155,"_Renovar Cor",servcliente_renovar-cor,155,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}}"
156,"_Lavagem a Seco",servcliente_lavagem-a-seco,156,product_cat,18,itens,"lavanderia-modelo;
lavanderia-sul-america-matriz;
lavanderia-sul-america-morro-da-gloria;
lavanderia-sul-america-rua-sao-joao;
lavanderia-sul-america-sao-mateus;
lavanderia-sul-america-olegario;
lavanderia-sul-america-altos-passos;",0,2,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
157,"Itens de Animais",itens-de-animais,157,product_cat,18,itens,,0,0,,"a:6:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
158,"Itens de Hospitais / Emergência / Ambulatórios",itens-de-hospitais,158,product_cat,18,itens,,0,0,,"a:6:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
159,"Itens de Banheiro / Lavabo",itens-de-banheiro,159,product_cat,18,itens,,0,0,,"a:7:{s:5:""order"";a:1:{i:0;s:1:""0"";}s:17:""group_of_quantity"";a:1:{i:0;s:0:"""";}s:12:""display_type"";a:1:{i:0;s:0:"""";}s:12:""thumbnail_id"";a:1:{i:0;s:1:""0"";}s:11:""pur_control"";a:1:{i:0;s:5:""allow"";}s:25:""dhvc_woo_page_cat_product"";a:1:{i:0;s:2:""87"";}s:25:""product_count_product_cat"";a:1:{i:0;s:1:""0"";}}"
